company,barName,REF,reviewDate,cocoaPercent,companyLocation,rating,beanType,broadBeanOrigin,SouthAmericaCo,SouthAmericaBeans
Guittard,Nicaragua,1053,2013,0.65,U.S.A.,2.75,NA,NICARAGUA,NO,NO
Guittard,Jamaica,1053,2013,0.65,U.S.A.,3.25,Trinitario,JAMAICA,NO,NO
Guittard,Ecuador,1053,2013,0.65,U.S.A.,3.5,NA,ECUADOR,NO,YES
Guittard,Coucher du Soleil,654,2011,0.72,U.S.A.,2.75,NA, ,NO,NO
Guittard,Lever du Soleil,654,2011,0.61,U.S.A.,3.25,NA, ,NO,NO
Guittard,Onyx,654,2011,0.72,U.S.A.,3.25,NA, ,NO,NO
Guittard,Trinidad,552,2010,0.65,U.S.A.,3,Trinitario,TRINIDAD,NO,NO
Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,0.55,U.S.A.,3,NA,HAWAII,NO,NO
Guittard,Nocturne,387,2009,0.91,U.S.A.,3,NA, ,NO,NO
Guittard,Complexite,387,2009,0.7,U.S.A.,3.5,Blend, ,NO,NO
Guittard,Machu Pichu,259,2008,0.65,U.S.A.,3,NA,PERU,NO,YES
Guittard,Special Maker Reserve,276,2008,0.64,U.S.A.,3,NA, ,NO,NO
Guittard,Ocumare,276,2008,0.65,U.S.A.,3.5,NA,VENEZUELA,NO,YES
Guittard,Quetzalcoatl,147,2007,0.72,U.S.A.,3.5,Blend, ,NO,NO
Guittard,Chucuri,15,2006,0.65,U.S.A.,3,Trinitario,COLOMBIA,NO,YES
Guittard,Sur del Lago,87,2006,0.65,U.S.A.,2.5,"Trinitario, Criollo",VENEZUELA,NO,YES
Guittard,"Sambirano, Ambanja",87,2006,0.65,U.S.A.,3.5,"Criollo, +",MADAGASCAR,NO,NO
Guittard,"Los Rios, Quevedo",93,2006,0.65,U.S.A.,3.5,Forastero (Arriba),ECUADOR,NO,YES
Guittard,Tsaranta,93,2006,0.61,U.S.A.,3.5,Blend, ,NO,NO
Guittard,Semisweet,99,2006,0.61,U.S.A.,3,Blend, ,NO,NO
Habitual,Papua New Guinea,1197,2014,0.8,CANADA,2.75,NA,PAPUA NEW GUINEA,NO,NO
Habitual,Campesino w/ nibs,1197,2014,0.74,CANADA,2.75,NA, ,NO,NO
Habitual,Dominican Republic,1197,2014,0.75,CANADA,3.25,NA,DOMINICAN REPUBLIC,NO,NO
Habitual,Trinitario,1197,2014,0.7,CANADA,3.5,Trinitario, ,NO,NO
Habitual,Downtown London,1201,2014,0.65,CANADA,2.75,NA, ,NO,NO
Habitual,Africa meets Latina,1201,2014,0.7,CANADA,3,NA, ,NO,NO
Habitual,Amazonas,1201,2014,0.8,CANADA,3,NA, ,NO,NO
Habitual,Sharkey,1201,2014,0.66,CANADA,3.25,NA,HAWAII,NO,NO
Habitual,one hundred,1205,2014,1,CANADA,2,NA, ,NO,NO
Hachez,Arriba,166,2007,0.77,GERMANY,2.5,Forastero (Arriba),ECUADOR,NO,YES
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,0.55,ECUADOR,2.75,Trinitario,ECUADOR,YES,YES
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,0.7,ECUADOR,3,Trinitario,ECUADOR,YES,YES
Haigh,South America and Africa,701,2011,0.7,AUSTRALIA,3,NA,"SOUTH AMERICA, AFRICA",NO,NO
Harper Macaw,"Vale do Juliana, w/ nibs",1808,2016,0.85,U.S.A.,3.25,NA,BRAZIL,NO,YES
Harper Macaw,Brazil Blend,1696,2015,0.67,U.S.A.,3,NA,BRAZIL,NO,YES
Harper Macaw,"Tome Acu E., Amazon Rainforest",1700,2015,0.77,U.S.A.,3.5,NA,BRAZIL,NO,YES
Harper Macaw,"Vale do Juliana E., Atlantic Forest",1700,2015,0.74,U.S.A.,3.5,NA,BRAZIL,NO,YES
Heilemann,Peru,1876,2016,0.64,GERMANY,2.75,NA,PERU,NO,YES
Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",1748,2016,0.7,U.S.A.,3.25,Amazon,BELIZE,NO,NO
Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",1748,2016,0.74,U.S.A.,3.5,Amazon mix,COSTA RICA,NO,NO
Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",1239,2014,0.67,U.S.A.,3.5,"Amazon, ICS",BOLIVIA,NO,YES
Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,0.67,U.S.A.,3,Beniano,BOLIVIA,NO,YES
Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,0.67,U.S.A.,3.75,EET,ECUADOR,NO,YES
Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",1243,2014,0.67,U.S.A.,3.75,NA,HAWAII,NO,NO
Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",1744,2016,0.72,U.S.A.,3.5,NA,HAWAII,NO,NO
Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,0.7,U.S.A.,3.5,EET,ECUADOR,NO,YES
Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,0.77,U.S.A.,3.5,EET,ECUADOR,NO,YES
Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",1744,2016,0.68,U.S.A.,3.75,"Amazon, ICS",BOLIVIA,NO,YES
Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,0.72,U.S.A.,4,Beniano,BOLIVIA,NO,YES
hello cocoa,Uganda,1458,2015,0.57,U.S.A.,2.75,Forastero,UGANDA,NO,NO
hello cocoa,Venezuela,1462,2015,0.74,U.S.A.,3.5,Criollo,VENEZUELA,NO,YES
hexx,Tanzania,1546,2015,0.7,U.S.A.,2.75,NA,TANZANIA,NO,NO
hexx,Madagascar,1546,2015,0.74,U.S.A.,3,Trinitario,MADAGASCAR,NO,NO
hexx,Venezuela,1546,2015,0.7,U.S.A.,3,NA,VENEZUELA,NO,YES
hexx,Ecuador,1550,2015,0.73,U.S.A.,3.25,NA,ECUADOR,NO,YES
hexx,Peru,1550,2015,0.7,U.S.A.,3.25,NA,PERU,NO,YES
Hogarth,Akesson's Estate,1712,2016,0.7,NEW ZEALAND,2.75,Trinitario,MADAGASCAR,NO,NO
Hogarth,Carenero Superior,1712,2016,0.72,NEW ZEALAND,2.75,Trinitario,VENEZUELA,NO,YES
Hogarth,Conacado,1712,2016,0.75,NEW ZEALAND,3.25,Trinitario,DOMINCAN REPUBLIC,NO,NO
Hogarth,Gran Blanco,1712,2016,0.66,NEW ZEALAND,3.5,Criollo,PERU,NO,YES
Hoja Verde (Tulicorp),Arriba,414,2009,0.8,ECUADOR,2,Forastero (Arriba) ASS,ECUADOR,YES,YES
Hoja Verde (Tulicorp),Manabi,414,2009,0.8,ECUADOR,2.5,Forastero (Arriba) ASS,ECUADOR,YES,YES
Hoja Verde (Tulicorp),Arriba,414,2009,0.72,ECUADOR,3,Forastero (Arriba) ASS,ECUADOR,YES,YES
Hoja Verde (Tulicorp),Arriba,414,2009,0.58,ECUADOR,3.25,Forastero (Arriba) ASS,ECUADOR,YES,YES
Hoja Verde (Tulicorp),Manabi,414,2009,0.58,ECUADOR,3.5,Forastero (Arriba) ASS,ECUADOR,YES,YES
Holy Cacao,Maranon,1872,2016,0.7,ISRAEL,2.75,NA,PERU,NO,YES
Holy Cacao,"Camino Verde P., Balao, Guayas",1466,2015,0.7,ISRAEL,3.5,NA,ECUADOR,NO,YES
Holy Cacao,Sambirano,1466,2015,0.7,ISRAEL,3.5,Trinitario,MADAGASCAR,NO,NO
Holy Cacao,Gran Couva,1466,2015,0.7,ISRAEL,3.5,Trinitario,TRINIDAD,NO,NO
Holy Cacao,Mara,1466,2015,0.7,ISRAEL,3.5,NA,VENEZUELA,NO,YES
Holy Cacao,Ivory Coast,431,2009,0.7,ISRAEL,2.5,NA,IVORY COAST,NO,NO
Holy Cacao,Hispaniola,431,2009,0.7,ISRAEL,2.75,NA,DOMINICAN REPUBLIC,NO,NO
Holy Cacao,San Martin,431,2009,0.7,ISRAEL,3.5,NA,PERU,NO,YES
Holy Cacao,Hispaniola w/ nibs,431,2009,0.75,ISRAEL,3.75,NA,DOMINICAN REPUBLIC,NO,NO
Honest,"Ecuador, w/ nibs",1327,2014,0.72,SOUTH AFRICA,2.5,NA,ECUADOR,NO,YES
Hotel Chocolat,"Pepiniere, single Cote",1654,2015,0.7,U.K.,2.75,NA,ST. LUCIA,NO,NO
Hotel Chocolat,"Marcial, single Cote, 2012",1030,2013,0.7,U.K.,4,Trinitario,ST. LUCIA,NO,NO
Hotel Chocolat,"Island Growers, 2012, 120hr c.",1113,2013,1,U.K.,1.75,Trinitario,ST. LUCIA,NO,NO
Hotel Chocolat (Coppeneur),Trinidad,1038,2013,0.75,U.K.,3,Trinitario,TRINIDAD,NO,NO
Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,1038,2013,0.8,U.K.,3.5,Trinitario,VIETNAM,NO,NO
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",1065,2013,0.9,U.K.,3,Forastero (Nacional),ECUADOR,NO,YES
Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",1065,2013,0.72,U.K.,3,Trinitario,MADAGASCAR,NO,NO
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",1065,2013,0.82,U.K.,3.5,Forastero (Nacional),ECUADOR,NO,YES
Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",1109,2013,1,U.K.,2.75,NA,PERU,NO,YES
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",1113,2013,1,U.K.,2.5,Forastero (Nacional),ECUADOR,NO,YES
Hotel Chocolat (Coppeneur),"Conacado, 2012, 120hr c.",1113,2013,1,U.K.,2.75,NA,DOMINICAN REPUBLIC,NO,NO
Hotel Chocolat (Coppeneur),Sambirano,809,2012,0.66,U.K.,3.5,"Trinitario, Criollo",MADAGASCAR,NO,NO
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",623,2011,0.8,U.K.,3,Forastero (Nacional),ECUADOR,NO,YES
Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",623,2011,0.65,U.K.,3,Trinitario,ST. LUCIA,NO,NO
Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",623,2011,0.65,U.K.,3.25,Trinitario,ST. LUCIA,NO,NO
Hotel Chocolat (Coppeneur),Ecuador,552,2010,0.7,U.K.,2.75,NA,ECUADOR,NO,YES
Hotel Chocolat (Coppeneur),Santo Domingo,552,2010,0.7,U.K.,3,NA,DOMINICAN REPUBLIC,NO,NO
Hotel Chocolat (Coppeneur),Chuao,600,2010,0.7,U.K.,2.75,Trinitario,VENEZUELA,NO,YES
Hotel Chocolat (Coppeneur),St. Lucia,245,2008,0.72,U.K.,3,NA,ST. LUCIA,NO,NO
Hotel Chocolat (Coppeneur),Uganda,296,2008,0.8,U.K.,2.5,Forastero,UGANDA,NO,NO
Hotel Chocolat (Coppeneur),Tanzania,296,2008,0.75,U.K.,2.75,NA,TANZANIA,NO,NO
Hotel Chocolat (Coppeneur),Uba Budo,300,2008,0.72,U.K.,3,Forastero,SAO TOME,NO,NO
Hummingbird,Lam Dong,1542,2015,0.7,CANADA,3.5,Trinitario,VIETNAM,NO,NO
Hummingbird,Bolivia,1307,2014,0.7,CANADA,3,"Criollo, Trinitario",BOLIVIA,NO,YES
Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",1311,2014,0.7,CANADA,3,"Criollo, Trinitario",BOLIVIA,NO,YES
Hummingbird,Momotombo,1311,2014,0.7,CANADA,3,Trinitario,NICARAGUA,NO,NO
Hummingbird,Hispaniola,1311,2014,0.7,CANADA,3.75,Trinitario,DOMINICAN REPUBLIC,NO,NO
Hummingbird,Zorzal Reserva w/ Charles Kerchner,1387,2014,0.7,CANADA,3.5,NA,DOMINICAN REPUBLIC,NO,NO
Hummingbird,"Ocumare, Cumboto",1097,2013,0.7,CANADA,3.25,"Trinitario, Criollo",VENEZUELA,NO,YES
Hummingbird,Amazonas,1097,2013,0.7,CANADA,3.75,Forastero,VENEZUELA,NO,YES
Idilio (Felchlin),"Chuao, Venezuela",1085,2013,0.72,SWITZERLAND,3.75,Trinitario,VENEZUELA,NO,YES
Idilio (Felchlin),Coopertiva Amazona,725,2011,0.72,SWITZERLAND,3.75,Criollo,VENEZUELA,NO,YES
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",725,2011,0.72,SWITZERLAND,3.75,NA,VENEZUELA,NO,YES
Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",729,2011,0.72,SWITZERLAND,3.25,Criollo,VENEZUELA,NO,YES
Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",733,2011,0.72,SWITZERLAND,3.75,Criollo,VENEZUELA,NO,YES
Idilio (Felchlin),"Porcelana, Zulia",733,2011,0.74,SWITZERLAND,4,Criollo,VENEZUELA,NO,YES
Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",737,2011,0.72,SWITZERLAND,3.5,Criollo,VENEZUELA,NO,YES
Idilio (Felchlin),"Carenero Superior, Urrutia, Barlovento",737,2011,0.7,SWITZERLAND,4,Trinitario,VENEZUELA,NO,YES
Idilio (Felchlin),Coopertiva Amazona w/ nibs,737,2011,0.72,SWITZERLAND,4,Criollo,VENEZUELA,NO,YES
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",737,2011,0.72,SWITZERLAND,4,NA,VENEZUELA,NO,YES
Indah,India (south),1788,2016,0.61,INDIA,2.5,NA,INDIA,NO,NO
Indaphoria,La Red,821,2012,0.7,U.S.A.,3.25,NA,DOMINICAN REPUBLIC,NO,NO
Indaphoria,"Conacado, Manifesto",907,2012,0.7,U.S.A.,2.75,NA,DOMINICAN REPUBLIC,NO,NO
Indi,Honduras,1255,2014,0.77,U.S.A.,3,NA,HONDURAS,NO,NO
iQ Chocolate,"Satipo region, white label",943,2012,0.72,SCOTLAND,2.75,Criollo,PERU,NO,YES
iQ Chocolate,black label,943,2012,0.72,SCOTLAND,3,NA,PERU,NO,YES
Isidro,Madagascar,1275,2014,0.72,U.S.A.,3.5,Trinitario,MADAGASCAR,NO,NO
Isidro,Peru,1279,2014,0.72,U.S.A.,2.25,NA,PERU,NO,YES
Isidro,Belize,1279,2014,0.72,U.S.A.,3.25,Trinitario,BELIZE,NO,NO
Isidro,Dominican Republic,1279,2014,0.72,U.S.A.,3.25,NA,DOMINICAN REPUBLIC,NO,NO
Izard,"Maya Mountain, Toledo, Batch 29",1542,2015,0.7,U.S.A.,3.5,Trinitario,BELIZE,NO,NO
Izard,"Elvesia P., Batch 32",1546,2015,0.7,U.S.A.,2.75,NA,DOMINICAN REPUBLIC,NO,NO
Jacque Torres,Trinatario Treasure,5,2006,0.71,U.S.A.,2,Trinitario,GHANA,NO,NO
Jordis,Madagascar,1534,2015,0.63,CZECH REPUBLIC,2.75,Trinitario,MADAGASCAR,NO,NO
Just Good Chocolate,Belize,1375,2014,0.7,U.S.A.,3.5,Trinitario,BELIZE,NO,NO
Just Good Chocolate,Madagascar,1375,2014,0.7,U.S.A.,3.5,Trinitario,MADAGASCAR,NO,NO
Just Good Chocolate,Peru,1375,2014,0.7,U.S.A.,4,NA,PERU,NO,YES
Kah Kow,"Rizek Cacao, Cibao Valley, Domin. Rep.",1061,2013,0.7,DOMINCAN REPUBLIC,3.5,NA,DOMINICAN REPUBLIC,NO,NO
Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,0.82,DOMINCAN REPUBLIC,3,NA,DOMINICAN REPUBLIC,NO,NO
Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,0.55,DOMINCAN REPUBLIC,3.25,NA,DOMINICAN REPUBLIC,NO,NO
Kah Kow,"Rizek Cacao, Domin. Rep.",1073,2013,0.62,DOMINCAN REPUBLIC,3.25,NA,DOMINICAN REPUBLIC,NO,NO
Kakao,Peru,837,2012,0.64,GERMANY,2.5,NA,PERU,NO,YES
Kakao,Vanuatu,387,2009,0.65,GERMANY,3.75,Trinitario,VANUATU,NO,NO
Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,241,2008,0.7,ECUADOR,3,NA,ECUADOR,YES,YES
Kallari (Ecuatoriana),Sisa's Secret/ original micro,241,2008,0.7,ECUADOR,3.5,NA,ECUADOR,YES,YES
Kallari (Ecuatoriana),Roberto,245,2008,0.75,ECUADOR,2.75,NA,ECUADOR,YES,YES
Kallari (Ecuatoriana),Diego/ original micro,248,2008,0.85,ECUADOR,2.5,NA,ECUADOR,YES,YES
Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,248,2008,0.85,ECUADOR,2.75,NA,ECUADOR,YES,YES
Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,248,2008,0.85,ECUADOR,3,NA,ECUADOR,YES,YES
Kallari (Ecuatoriana),Cacao Nacional W.F.,263,2008,0.75,ECUADOR,2.5,NA,ECUADOR,YES,YES
Kallari (Ecuatoriana),Cacao Nacional W.F.,269,2008,0.85,ECUADOR,3,NA,ECUADOR,YES,YES
Kaoka (Cemoi),Noir,404,2009,0.7,FRANCE,2.75,NA, ,NO,NO
Kaoka (Cemoi),Ecuador,423,2009,0.8,FRANCE,2.75,NA,ECUADOR,NO,YES
Kerchner,"La Red, Project Reserva, Guaconejo",1133,2013,0.7,U.S.A.,3.75,NA,DOMINICAN REPUBLIC,NO,NO
Ki' Xocolatl,Dark,431,2009,0.72,MEXICO,2,NA,MEXICO,NO,NO
Kiskadee,"La Red, Guanconjeco",1251,2014,0.6,U.S.A.,3,Trinitario,DOMINICAN REPUBLIC,NO,NO
Kto,San Martin,1422,2014,0.72,U.S.A.,2.5,NA,PERU,NO,YES
Kto,Ocumare,1422,2014,0.72,U.S.A.,2.75,NA,VENEZUELA,NO,YES
Kto,Belize,1422,2014,0.72,U.S.A.,3,Trinitario,BELIZE,NO,NO
Kto,Sambirano Valley,1422,2014,0.72,U.S.A.,3.25,Trinitario,MADAGASCAR,NO,NO
Kto,Belize,1426,2014,0.9,U.S.A.,3.25,Trinitario,BELIZE,NO,NO
Kto,Elvesia,1426,2014,0.72,U.S.A.,3.25,NA,DOMINICAN REPUBLIC,NO,NO
Kto,ROIG,1426,2014,0.72,U.S.A.,3.25,NA,DOMINICAN REPUBLIC,NO,NO
K'ul,"Kafupbo, Petit Bourg, De Borgnes",1840,2016,0.7,U.S.A.,3.25,NA,HAITI,NO,NO
K'ul,"Maranon, Fortunato No. 4",1852,2016,0.7,U.S.A.,2.75,Forastero (Nacional),PERU,NO,YES
K'ul,"Los Rios, Hacienda Limon, Heirloom",1852,2016,0.7,U.S.A.,3.75,NA,ECUADOR,NO,YES
K'ul,"Bahia, Fazenda Camboa",1852,2016,0.7,U.S.A.,3.75,Forastero,BRAZIL,NO,YES
Kyya,Uganda,1359,2014,0.725,U.S.A.,2.5,Forastero,UGANDA,NO,NO
Kyya,Hispaniola,1359,2014,0.725,U.S.A.,3,NA,DOMINICAN REPUBLIC,NO,NO
Kyya,Ecuador,1363,2014,0.725,U.S.A.,2.5,NA,ECUADOR,NO,YES
Kyya,Madagascar,1363,2014,0.725,U.S.A.,3,Trinitario,MADAGASCAR,NO,NO
L.A. Burdick (Felchlin),Peru,891,2012,0.74,U.S.A.,3.25,NA,PERU,NO,YES
L.A. Burdick (Felchlin),Brazil,891,2012,0.7,U.S.A.,4,NA,BRAZIL,NO,YES
L.A. Burdick (Felchlin),Chuao,927,2012,0.68,U.S.A.,3.75,Trinitario,VENEZUELA,NO,YES
L.A. Burdick (Felchlin),Quito,682,2011,0.74,U.S.A.,3.75,NA,ECUADOR,NO,YES
L.A. Burdick (Felchlin),Grenada,576,2010,0.75,U.S.A.,3.25,Trinitario,GRENADA,NO,NO
L.A. Burdick (Felchlin),Dominican Republic,576,2010,0.74,U.S.A.,3.75,NA,DOMINICAN REPUBLIC,NO,NO
L.A. Burdick (Felchlin),Venzuela,597,2010,0.71,U.S.A.,3,NA,VENEZUELA,NO,YES
L.A. Burdick (Felchlin),Madagascar,431,2009,0.64,U.S.A.,3.5,Trinitario,MADAGASCAR,NO,NO
L.A. Burdick (Felchlin),Bolivian,451,2009,0.68,U.S.A.,3,NA,BOLIVIA,NO,YES
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 6, brown sugar",1892,2016,0.7,JAPAN,2.25,"Trinitario, Criollo",PERU,NO,YES
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 7",1892,2016,0.7,JAPAN,2.5,"Trinitario, Criollo",PERU,NO,YES
La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",1892,2016,0.7,JAPAN,3,Criollo,PERU,NO,YES
La Chocolaterie Nanairo,"Belize, 2014 Harvest, Batch 9",1892,2016,0.7,JAPAN,3,"Trinitario, Criollo",BELIZE,NO,NO
La Maison du Chocolat (Valrhona),"Cuana, 2013",1121,2013,0.74,FRANCE,2.75,NA,"AFRICA, CARRIBEAN, C. AM.",NO,NO
La Maison du Chocolat (Valrhona),Tobago,1145,2013,0.6,FRANCE,3.25,NA,TOBAGO,NO,NO
La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",1189,2013,0.56,FRANCE,3.25,NA,ECUADOR,NO,YES
La Maison du Chocolat (Valrhona),Loma Sotavento,891,2012,0.66,FRANCE,3.5,NA,DOMINICAN REPUBLIC,NO,NO
La Maison du Chocolat (Valrhona),Grenada,741,2011,0.68,FRANCE,3.5,Trinitario,GRENADA,NO,NO
La Maison du Chocolat (Valrhona),Akosombo,346,2009,0.68,FRANCE,3.25,Forastero,GHANA,NO,NO
La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",346,2009,0.69,FRANCE,3.5,Criollo (Porcelana),VENEZUELA,NO,YES
La Maison du Chocolat (Valrhona),Kuruba,439,2009,0.6,FRANCE,3,NA, ,NO,NO
La Maison du Chocolat (Valrhona),Orinoco,445,2009,0.6,FRANCE,3.75,NA, ,NO,NO
La Maison du Chocolat (Valrhona),"Cuana, 2008",230,2008,0.74,FRANCE,3.5,Blend,"VEN., INDONESIA, ECUAD.",NO,NO
La Oroquidea,Peruvian Amazon,721,2011,0.72,PERU,2.5,NA,PERU,YES,YES
La Pepa de Oro,Vinces,713,2011,0.6,ECUADOR,3.25,NA,ECUADOR,YES,YES
Laia aka Chat-Noir,"Madagascar, Batch 59/100",1590,2015,0.75,FRANCE,2.75,Trinitario,MADAGASCAR,NO,NO
Laia aka Chat-Noir,"Vietnam, Batch 50/100",1590,2015,0.75,FRANCE,2.75,Trinitario,VIETNAM,NO,NO
Laia aka Chat-Noir,"Cuba, Batch 59/100",1590,2015,0.75,FRANCE,3,NA,CUBA,NO,NO
Laia aka Chat-Noir,"Peru, Batch 51/100",1590,2015,0.75,FRANCE,3.25,NA,PERU,NO,YES
Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",1594,2015,0.75,FRANCE,3,NA,IVORY COAST,NO,NO
Laia aka Chat-Noir,"Sao Tome, Batch 151",1638,2015,0.75,FRANCE,3.5,Forastero,SAO TOME,NO,NO
Laia aka Chat-Noir,"Bahia, Batch 148",1642,2015,0.75,FRANCE,3.25,NA,BRAZIL,NO,YES
Laia aka Chat-Noir,"Lam Dong, Batch 153",1642,2015,0.75,FRANCE,3.75,Trinitario,VIETNAM,NO,NO
Laia aka Chat-Noir,Cuba,1434,2014,0.7,FRANCE,2.75,NA,CUBA,NO,NO
Laia aka Chat-Noir,Trinidad-Tobago,1438,2014,0.68,FRANCE,2.75,NA,TRINIDAD-TOBAGO,NO,NO
Lajedo do Ouro,Catongo,927,2012,0.7,BRAZIL,3.5,Forastero (Catongo),BRAZIL,YES,YES
Lake Champlain (Callebaut),Tanzania,327,2009,0.75,U.S.A.,2.5,NA,TANZANIA,NO,NO
L'Amourette,Rugoso,1784,2016,0.8,U.S.A.,3.5,Trinitario,NICARAGUA,NO,NO
L'Amourette,Carenero Superior,833,2012,0.75,U.S.A.,3,Trinitario,VENEZUELA,NO,YES
L'Amourette,Rio Caribe,833,2012,0.75,U.S.A.,3,Trinitario,VENEZUELA,NO,YES
L'Amourette,Blend,853,2012,0.72,U.S.A.,3,Criollo,"PERU, ECUADOR, VENEZUELA",NO,NO
Letterpress,"La Masica, Batch 7, FHIA",1952,2017,0.7,U.S.A.,3.5,NA,HONDURAS,NO,NO
Letterpress,"Maya Mtn, Batch 18, Heirloom",1952,2017,0.7,U.S.A.,3.25,NA,BELIZE,NO,NO
Letterpress,Liberia,1728,2016,0.7,U.S.A.,3.25,NA,LIBERIA,NO,NO
Letterpress,Beniamo,1562,2015,0.7,U.S.A.,3.25,NA,BOLIVIA,NO,YES
Letterpress,"San Juan Estate, Gran Couva",1562,2015,0.7,U.S.A.,3.5,Trinitario,TRINIDAD,NO,NO
Letterpress,San Andres,1566,2015,0.7,U.S.A.,3,NA,COSTA RICA,NO,NO
Letterpress,"La Red, Guaconejo",1566,2015,0.7,U.S.A.,3.25,NA,DOMINCAN REPUBLIC,NO,NO
Letterpress,Kokoa Kamili,1566,2015,0.7,U.S.A.,3.5,NA,TANZANIA,NO,NO
Letterpress,Maranura,1371,2014,0.7,U.S.A.,3.5,Forastero (Nacional),PERU,NO,YES
Levy,Sambirano,1231,2014,0.71,FINLAND,3.5,Criollo,MADAGASCAR,NO,NO
Lilla,Madagascar,1856,2016,0.7,FINLAND,3,Trinitario,MADAGASCAR,NO,NO
Lillie Belle,Perfect Illusion,855,2012,0.65,U.S.A.,3.5,Criollo,PERU,NO,YES
Lillie Belle,"Bolivia, Wild Thing",903,2012,0.68,U.S.A.,3.5,Criollo,BOLIVIA,NO,YES
Lillie Belle,La Selva,903,2012,0.68,U.S.A.,3.75,NA,PERU,NO,YES
Lillie Belle,Purple Haze,947,2012,0.75,U.S.A.,2.75,NA,"VENEZUELA, DOM. REP.",NO,NO
Lillie Belle,"The Other One, Grand Cru",947,2012,0.74,U.S.A.,3,NA,DOMINICAN REPUBLIC,NO,NO
Lillie Belle,Wild Thing,947,2012,0.68,U.S.A.,3.5,Criollo,BOLIVIA,NO,YES
Lindt & Sprungli,Excellence (US Version),157,2007,0.85,SWITZERLAND,3,NA, ,NO,NO
Loiza,Puerto Rico,1049,2013,0.65,PUERTO RICO,2.5,NA,PUERTO RICO,NO,NO
Lonohana,"Haleiwa, O'ahu; Lonohana E., Kanahiku",1383,2014,0.7,U.S.A.,3.75,NA,HAWAII,NO,NO
Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,0.65,U.S.A.,3.25,NA,HAWAII,NO,NO
Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,0.75,U.S.A.,3.75,NA,HAWAII,NO,NO
Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",1093,2013,0.71,U.S.A.,3,NA,HAWAII,NO,NO
Lonohana,"Opaeula Estate, O'ahu, Ele'ele",1097,2013,0.72,U.S.A.,3,NA,HAWAII,NO,NO
Lonohana,"Hawaiian Crown, Kona Vanilla",1097,2013,0.7,U.S.A.,3.5,NA,HAWAII,NO,NO
Love Bar,Nicaragua,1502,2015,0.75,U.S.A.,2,NA,NICARAGUA,NO,NO
Luker,Selva,552,2010,0.46,COLOMBIA,2.75,NA,"COLOMBIA, ECUADOR",YES,NO
Luker,Macondo,552,2010,0.6,COLOMBIA,3,NA,"COLOMBIA, ECUADOR",YES,NO
